,videoId,IdUser,text,ReplyCount,likeCount,publishedAt
31,oV2Tg3CQ9gI,UgwckGkYWGDNSzUPfol4AaABAg,Tim pns menang telak krn bener2 ngalamin twk yg jauh lbh sulit in real life 😂 so do i. Jd yg beginian mah cetek buat para pns. Wkwkkw. Fun games btw. Sering2 ya ngadain ginian narasi 😘,1,19,2022-04-30T22:42:27Z
32,oV2Tg3CQ9gI,Ugwh6xuWb2ttTDrhWMB4AaABAg,Du,0,1,2022-04-30T21:42:52Z
33,oV2Tg3CQ9gI,Ugxh4EviNUrQXwtVZjp4AaABAg,"Amplang kebanyakan pakai ikan hambir semua daerah, seharusnya pilihannya nama-nama ikannya",0,1,2022-04-30T21:42:35Z
34,oV2Tg3CQ9gI,UgyjcpoxCE7aob0E-CN4AaABAg,Pengen ikutan tp bukan siapa2 bisa ga ya,0,2,2022-04-30T21:33:12Z
35,oV2Tg3CQ9gI,UgyQExVSU6SEulPLMOp4AaABAg,FINAL COMIKA VS PNS!,0,1,2022-04-30T20:59:00Z
36,oV2Tg3CQ9gI,UgzVdNDI5YIOLgcp3gl4AaABAg,Rama sonta mengecoh roro jongrang? Lulus pns jalur 150jt? 🤣,0,1,2022-04-30T20:56:38Z
37,oV2Tg3CQ9gI,UgxePsjZEjd6R0xLoEh4AaABAg,SERU NI TIM POLITIKUS MUDA VS TIM PNS🔥,0,7,2022-04-30T16:47:56Z
38,oV2Tg3CQ9gI,Ugxwce9Ui2TuAcz0QOF4AaABAg,seru.. informatif,0,1,2022-04-30T15:31:12Z
39,oV2Tg3CQ9gI,UgybyZIiD1QPK4IoFOd4AaABAg,Keren banget ludya,0,1,2022-04-30T15:19:27Z
40,oV2Tg3CQ9gI,UgztLTTL_ItqaPvP5qV4AaABAg,Semifinal: K-POP Vs Komika ibarat Villarreal Vs Atalanta sedangkan Politikus Vs PNS ibarat Manchester City Vs Liverpool.,1,8,2022-04-30T15:06:17Z
41,oV2Tg3CQ9gI,Ugz_sJdf3WtwJ-qMOmF4AaABAg,pembantaian ini wkwk,0,1,2022-04-30T15:03:29Z
