,videoId,PublishDate,title,viewCount,likeCount,commentCount
0,VMYWFh4KZPA,2022-05-18T12:01:02Z,"Najwa, Jovi, Dovi, Musyawarah-in Gorden DPR, Drakor, hingga Justin Bieber | Musyawarah",79329,2783,409
